COMBUSTIBLE,ESTADO,MODELO,FECHA_REGISTRO,CLASIFICACION,CLASE,SERVICIO,MARCA,LINEA,CARROCERIA,CILINDRAJE,ORGANISMO_TRANSITO,MUNICIPIO,DEPARTAMENTO,POTENCIA,EJES
ELECTRICO,ACTIVO,2022,2022-06-30,AUTOMOVIL,BUS,Público,BYD,BC11S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2023,2022-10-21,AUTOMOVIL,CAMIONETA,Particular,BYD,YUAN PRO EV,WAGON,0.0,INSTITUTO DE MOVILIDAD DE PEREIRA,PEREIRA,Risaralda,134.0,2.0
ELECTRICO,ACTIVO,2021,2022-08-10,AUTOMOVIL,CAMIONETA,Público,DONGFENG,DFA5030XXYABEV7,PANEL,0.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,80.0,2.0
ELECTRICO,ACTIVO,2022,2021-10-25,AUTOMOVIL,CAMIONETA,Particular,BYD,SONG PRO EV,WAGON,0.0,STRIA TTEyMOV CUND/EL ROSAL,EL ROSAL,Cundinamarca,161.0,2.0
ELECTRICO,ACTIVO,2023,2022-08-03,AUTOMOVIL,AUTOMOVIL,Particular,MINI,COOPER SE,HATCH BACK,0.0,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,184.0,2.0
ELECTRICO,ACTIVO,2020,2019-10-31,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,170.0,2.0
ELECTRICO,ACTIVO,2022,2021-08-27,AUTOMOVIL,AUTOMOVIL,Particular,BYD,E1,HATCH BACK,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,60.0,2.0
ELECTRICO,ACTIVO,2023,2022-09-14,AUTOMOVIL,CAMIONETA,Particular,BMW,IX XDRIVE40,WAGON,0.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,326.0,2.0
ELECTRICO,ACTIVO,2020,2020-06-10,AUTOMOVIL,CAMIONETA,Público,JAC,HFC1031XXYEV41,FURGON,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,147.0,2.0
ELECTRICO,ACTIVO,2023,2022-06-25,AUTOMOVIL,CAMIONETA,Particular,JAC,eS4,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,147.0,2.0
ELECTRICO,ACTIVO,2022,2021-12-22,AUTOMOVIL,CAMIONETA,Particular,BYD,YUAN EV400,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,94.0,2.0
ELECTRICO,ACTIVO,2022,2022-07-14,AUTOMOVIL,BUS,Público,BYD,BC11S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2022,2021-06-23,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3S,HATCH BACK,0.0,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,181.0,2.0
ELECTRICO,ACTIVO,2022,2022-03-14,AUTOMOVIL,BUS,Público,BYD,BC89S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,268.0,2.0
ELECTRICO,ACTIVO,2016,2016-12-23,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,TWIZY TECHNIC,COUPE,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,15.0,2.0
ELECTRICO,ACTIVO,2021,2021-03-18,AUTOMOVIL,AUTOMOVIL,Particular,PORSCHE,TAYCAN 4S,SEDAN,0.0,DPTO ADTVO TTOyTTE MCPAL CUCUTA,CUCUTA,Norte de Santander,483.0,2.0
ELECTRICO,ACTIVO,2022,2021-09-17,AUTOMOVIL,AUTOMOVIL,Particular,CHANGAN,E-STAR,HATCH BACK,0.0,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,74.0,2.0
ELECTRICO,ACTIVO,2022,2022-03-15,AUTOMOVIL,AUTOMOVIL,Particular,CHANGAN,E-STAR,HATCH BACK,0.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,74.0,2.0
ELECTRICO,ACTIVO,2023,2022-10-29,AUTOMOVIL,AUTOMOVIL,Particular,MINI,COOPER SE,HATCH BACK,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,184.0,2.0
ELECTRICO,ACTIVO,2015,2016-11-10,MOTOCARRO,MOTOCARRO,Público,DAYUN,DY1200 DQZ-26,FURGON,0.0,STRIA TTEyMOV CUNDINAMARCA/COTA,COTA,Cundinamarca,2.0,2.0
ELECTRICO,ACTIVO,2015,2016-10-11,MOTOCARRO,MOTOCARRO,Público,DAYUN,DY1200 DQZ-26,FURGON,0.0,STRIA TTEyMOV CUNDINAMARCA/COTA,COTA,Cundinamarca,2.0,2.0
ELECTRICO,ACTIVO,2023,2022-11-29,AUTOMOVIL,AUTOMOVIL,Particular,JAC,E10X,HATCH BACK,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,60.0,2.0
ELECTRICO,ACTIVO,2019,2018-09-05,AUTOMOVIL,CUADRICICLO,Particular,RENAULT,TWIZY TECHNIC,SIN CARROCERIA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,15.0,2.0
ELECTRICO,ACTIVO,2022,2021-10-29,AUTOMOVIL,CUADRICICLO,Particular,RENAULT,TWIZY TECHNIC,SIN CARROCERIA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,15.0,2.0
ELECTRICO,ACTIVO,2022,2022-03-10,AUTOMOVIL,CAMIONETA,Particular,BYD,YUAN EV300,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,94.0,2.0
ELECTRICO,ACTIVO,2020,2020-01-14,AUTOMOVIL,CUADRICICLO,Particular,RENAULT,TWIZY TECHNIC,SIN CARROCERIA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,15.0,2.0
ELECTRICO,ACTIVO,2020,2019-05-30,AUTOMOVIL,CUADRICICLO,Particular,RENAULT,TWIZY TECHNIC,SIN CARROCERIA,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,15.0,2.0
ELECTRICO,ACTIVO,2022,2022-03-12,AUTOMOVIL,BUS,Público,BYD,BC11S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2023,2022-07-26,AUTOMOVIL,AUTOMOVIL,Particular,MINI,COOPER SE,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,184.0,2.0
ELECTRICO,ACTIVO,2020,2019-12-10,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,170.0,2.0
ELECTRICO,ACTIVO,2023,2022-10-06,AUTOMOVIL,CAMIONETA,Particular,HYUNDAI,KONA ELECTRICA,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,201.0,2.0
ELECTRICO,ACTIVO,2019,2019-01-31,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,170.0,2.0
ELECTRICO,ACTIVO,2021,2020-12-03,AUTOMOVIL,CAMIONETA,Oficial,BYD,M3,VAN,0.0,STRIA DE TTOyTTE MCPAL ARMENIA,ARMENIA,Quindio,134.0,2.0
ELECTRICO,ACTIVO,2021,2021-07-12,AUTOMOVIL,AUTOMOVIL,Particular,NISSAN,LEAF,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,147.0,2.0
ELECTRICO,ACTIVO,2022,2022-07-12,AUTOMOVIL,CAMIONETA,Particular,DONGFENG,RICH 6,DOBLE CABINA,0.0,INST TTOyTTE ACACIAS,ACACIAS,Meta,161.0,2.0
ELECTRICO,ACTIVO,2022,2022-07-05,AUTOMOVIL,BUS,Público,BYD,BC89S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,268.0,2.0
ELECTRICO,ACTIVO,2019,2018-10-03,AUTOMOVIL,CAMIONETA,Público,RENAULT,KANGOO ZE,PANEL,0.0,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,60.0,2.0
ELECTRICO,ACTIVO,2022,2022-03-16,AUTOMOVIL,BUS,Público,BYD,BC11S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2020,2019-09-20,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,92.0,2.0
ELECTRICO,ACTIVO,2023,2022-11-03,AUTOMOVIL,CAMIONETA,Particular,BYD,YUAN PLUS EV,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,201.0,2.0
ELECTRICO,ACTIVO,2021,2021-03-04,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3S,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,181.0,2.0
ELECTRICO,ACTIVO,2019,2018-12-27,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,92.0,2.0
ELECTRICO,ACTIVO,2023,2022-10-31,AUTOMOVIL,AUTOMOVIL,Particular,MINI,COOPER SE,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,184.0,2.0
ELECTRICO,ACTIVO,2020,2019-12-26,AUTOMOVIL,AUTOMOVIL,Particular,NISSAN,LEAF,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,147.0,2.0
ELECTRICO,ACTIVO,2018,2018-02-15,AUTOMOVIL,CUADRICICLO,Particular,RENAULT,TWIZY TECHNIC,SIN CARROCERIA,0.0,STRIA MCPAL TTO CALI,CALI,Valle del Cauca,15.0,2.0
ELECTRICO,ACTIVO,2019,2020-12-10,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,FURGON,0.0,STRIA TTEyTTO BELLO,BELLO,Antioquia,161.0,2.0
ELECTRICO,ACTIVO,2015,2015-08-06,AUTOMOVIL,CAMIONETA,Particular,RENAULT,KANGOO ELÉCTRICO,PANEL,0.0,STRIA MCPAL TTO CALI,CALI,Valle del Cauca,60.0,2.0
ELECTRICO,ACTIVO,2022,2022-07-07,AUTOMOVIL,BUS,Público,ZHONGTONG,LCK6122EVG,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,261.0,2.0
ELECTRICO,ACTIVO,2021,2021-08-28,AUTOMOVIL,AUTOMOVIL,Particular,NISSAN,LEAF,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,147.0,2.0
ELECTRICO,ACTIVO,2023,2022-06-29,AUTOMOVIL,CAMIONETA,Particular,JAC,eS4,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,147.0,2.0
ELECTRICO,ACTIVO,2019,2019-12-19,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,FURGON,0.0,STRIA TTEyTTO BELLO,BELLO,Antioquia,161.0,2.0
ELECTRICO,ACTIVO,2021,2021-05-13,AUTOMOVIL,CUADRICICLO,Particular,RENAULT,TWIZY TECHNIC,SIN CARROCERIA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,15.0,2.0
ELECTRICO,ACTIVO,2021,2021-07-21,AUTOMOVIL,AUTOMOVIL,Particular,BYD,E2 300,HATCH BACK,0.0,DPTO ADTVO TTOyTTE DIST CARTAGENA,CARTAGENA,Bolivar,94.0,2.0
ELECTRICO,ACTIVO,2022,2022-01-26,AUTOMOVIL,BUS,Público,BYD,BC11S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2014,2014-07-07,MOTO,MOTOCICLETA,Particular,ZERO,FX ZF2.8,SIN CARROCERIA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,27.0,2.0
ELECTRICO,ACTIVO,2018,2017-11-03,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,92.0,2.0
ELECTRICO,ACTIVO,2022,2022-04-30,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,ESTIBAS,0.0,STRIA TTEyTTO BELLO,BELLO,Antioquia,161.0,2.0
ELECTRICO,ACTIVO,2023,2022-09-30,AUTOMOVIL,AUTOMOVIL,Particular,BYD,IDOLPHIN,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,94.0,2.0
ELECTRICO,ACTIVO,2021,2022-09-07,AUTOMOVIL,CAMIONETA,Público,DONGFENG,EQ1040TACEV,FURGON,0.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,107.0,2.0
ELECTRICO,ACTIVO,2019,2019-02-28,AUTOMOVIL,CAMIONETA,Público,LIFAN,SEASION LF5029XXYEV1,PANEL,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,80.0,2.0
ELECTRICO,ACTIVO,2023,2022-11-15,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,135.0,2.0
ELECTRICO,ACTIVO,2022,2022-01-15,AUTOMOVIL,CAMIONETA,Particular,MG,MG ZSEV EDU AT DEL P,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,141.0,2.0
ELECTRICO,ACTIVO,2019,2019-04-26,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,170.0,2.0
ELECTRICO,ACTIVO,2022,2022-07-01,AUTOMOVIL,CAMIONETA,Público,RENAULT,KANGOO ZE,PANEL,0.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,60.0,2.0
ELECTRICO,ACTIVO,2016,2016-12-29,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,TWIZY TECHNIC,COUPE,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,15.0,2.0
ELECTRICO,ACTIVO,2022,2022-04-30,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,ESTIBAS,0.0,STRIA TTEyTTO BELLO,BELLO,Antioquia,161.0,2.0
ELECTRICO,ACTIVO,2023,2022-05-03,AUTOMOVIL,CAMIONETA,Particular,BYD,YUAN PRO 400,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,134.0,2.0
ELECTRICO,ACTIVO,2020,2020-02-18,AUTOMOVIL,CAMIONETA,Particular,JAC,HFC5037XXYD4EV1,DOBLE CABINA CON PLATON,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,147.0,2.0
ELECTRICO,ACTIVO,2022,2022-08-08,AUTOMOVIL,CUADRICICLO,Particular,ZHIDOU,D2S,SIN CARROCERIA,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,20.0,2.0
ELECTRICO,ACTIVO,2019,2022-03-30,AUTOMOVIL,AUTOMOVIL,Particular,YIJIE,YJ-LJ-V7,COUPE,0.0,SECRETARIA DE TRANSPORTE Y MOVILIDAD DE ZIPAQUIRA,ZIPAQUIRA,Cundinamarca,2200.0,2.0
ELECTRICO,ACTIVO,2021,2021-05-12,AUTOMOVIL,CUADRICICLO,Particular,ZHIDOU,D2S,SIN CARROCERIA,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,20.0,2.0
ELECTRICO,ACTIVO,2016,2015-09-11,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,TWIZY TECHNIC,COUPE,0.0,DPTO ADTVO TTOyTTE DIST CARTAGENA,CARTAGENA,Bolivar,15.0,2.0
ELECTRICO,ACTIVO,2020,2020-03-04,AUTOMOVIL,AUTOMOVIL,Particular,NISSAN,LEAF,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,147.0,2.0
ELECTRICO,ACTIVO,2021,2021-05-31,AUTOMOVIL,CUADRICICLO,Particular,RENAULT,TWIZY TECHNIC,SIN CARROCERIA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,15.0,2.0
ELECTRICO,ACTIVO,2023,2022-11-29,AUTOMOVIL,CAMIONETA,Particular,CHEVROLET,BOLT,WAGON,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,200.0,2.0
ELECTRICO,ACTIVO,2021,2020-11-10,AUTOMOVIL,BUS,Público,BYD,B93S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,268.0,2.0
ELECTRICO,ACTIVO,2019,2018-11-09,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,170.0,2.0
ELECTRICO,ACTIVO,2020,2020-07-15,AUTOMOVIL,CUADRICICLO,Particular,JIAYUAN,City Spirits 7.5 FULL Li,SIN CARROCERIA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,10.0,2.0
ELECTRICO,ACTIVO,2022,2022-01-27,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,170.0,2.0
ELECTRICO,ACTIVO,2021,2020-11-14,AUTOMOVIL,BUS,Público,BYD,B13S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2022,2022-03-15,AUTOMOVIL,BUS,Público,BYD,BC11S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2020,2021-01-26,AUTOMOVIL,CAMIONETA,Particular,RENAULT,KANGOO ZE,PANEL,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,60.0,2.0
ELECTRICO,ACTIVO,2020,2020-05-14,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,170.0,2.0
ELECTRICO,ACTIVO,2019,2020-08-26,AUTOMOVIL,AUTOMOVIL,Público,BYD,E5,SEDAN,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,217.0,2.0
ELECTRICO,ACTIVO,2017,2017-04-24,MOTO,MOTOCICLETA,Particular,STÄRKER,HUNTER,SIN CARROCERIA,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,1200.0,2.0
ELECTRICO,ACTIVO,2021,2020-10-26,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,170.0,2.0
ELECTRICO,ACTIVO,2022,2022-07-21,AUTOMOVIL,CAMIONETA,Particular,AUDI,E-TRON SPORTBACK,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,408.0,2.0
ELECTRICO,ACTIVO,2023,2022-11-11,AUTOMOVIL,CAMIONETA,Particular,BYD,YUAN PRO EV,WAGON,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,134.0,2.0
ELECTRICO,ACTIVO,2019,2021-11-25,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,ESTIBAS,0.0,STRIA TTEyTTO BELLO,BELLO,Antioquia,161.0,2.0
ELECTRICO,ACTIVO,2020,2020-12-09,MOTO,MOTOCICLETA,Particular,SONGI,GS80T / SJ2000DT-D,SIN CARROCERIA,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,2000.0,2.0
ELECTRICO,ACTIVO,2019,2022-10-11,MOTO,MOTOCICLETA,Particular,KAINING,KN-Z6,SIN CARROCERIA,0.0,STRIA MCPAL TTEyTTO ARJONA,ARJONA,Bolivar,3000.0,2.0
ELECTRICO,ACTIVO,2021,2021-03-02,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,STRIA MCPAL TTO CALI,CALI,Valle del Cauca,170.0,2.0
ELECTRICO,ACTIVO,2022,2022-05-25,AUTOMOVIL,BUS,Público,BYD,BC89S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,268.0,2.0
ELECTRICO,ACTIVO,2020,2019-08-30,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3S,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,181.0,2.0
ELECTRICO,ACTIVO,2016,2017-10-02,AUTOMOVIL,AUTOMOVIL,Particular,MITSUBISHI,I-MIEV,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,65.0,2.0
ELECTRICO,ACTIVO,2022,2021-11-25,AUTOMOVIL,AUTOMOVIL,Particular,BYD,E1,HATCH BACK,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,60.0,2.0
ELECTRICO,ACTIVO,2022,2022-02-01,AUTOMOVIL,BUS,Público,BYD,BC89S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,268.0,2.0
ELECTRICO,ACTIVO,2020,2020-12-28,AUTOMOVIL,CUADRICICLO,Particular,ORANSH,M2 HIGH SPEED,SIN CARROCERIA,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,10.0,2.0
ELECTRICO,ACTIVO,2020,2019-08-13,AUTOMOVIL,AUTOMOVIL,Particular,NISSAN,LEAF,HATCH BACK,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,147.0,2.0
ELECTRICO,ACTIVO,2016,2015-08-24,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,TWIZY TECHNIC,COUPE,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,15.0,2.0
ELECTRICO,ACTIVO,2023,2022-11-17,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,135.0,2.0
ELECTRICO,ACTIVO,2017,2017-11-15,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3 94AH,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,167.0,2.0
ELECTRICO,ACTIVO,2022,2022-08-12,AUTOMOVIL,CAMIONETA,Particular,BMW,IX3 M SPORT,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,286.0,2.0
ELECTRICO,ACTIVO,2020,2019-07-30,AUTOMOVIL,CAMIONETA,Público,RENAULT,KANGOO ZE,PANEL,0.0,STRIA TTEyTTO BELLO,BELLO,Antioquia,60.0,2.0
ELECTRICO,ACTIVO,2022,2022-03-16,AUTOMOVIL,CAMIONETA,Particular,AUDI,E-TRON SPORTBACK,WAGON,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,408.0,2.0
ELECTRICO,ACTIVO,2023,2022-11-30,AUTOMOVIL,AUTOMOVIL,Particular,JAC,E10X,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,60.0,2.0
ELECTRICO,ACTIVO,2019,2019-08-31,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,170.0,2.0
ELECTRICO,ACTIVO,2022,2022-01-18,AUTOMOVIL,CAMIONETA,Particular,MG,MG ZSEV EDU AT DEL P,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,141.0,2.0
ELECTRICO,ACTIVO,2022,2022-07-07,AUTOMOVIL,BUS,Público,BYD,BC89S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,268.0,2.0
ELECTRICO,ACTIVO,2019,2018-09-21,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,92.0,2.0
ELECTRICO,ACTIVO,2020,2020-02-27,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,170.0,2.0
ELECTRICO,ACTIVO,2021,2020-10-28,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3S,HATCH BACK,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,181.0,2.0
ELECTRICO,ACTIVO,2022,2022-01-29,AUTOMOVIL,CAMIONETA,Particular,BYD,SONG PRO EV,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,161.0,2.0
ELECTRICO,ACTIVO,2022,2022-08-17,AUTOMOVIL,CAMIONETA,Particular,BMW,IX3 M SPORT,WAGON,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,286.0,2.0
ELECTRICO,ACTIVO,2022,2021-10-29,AUTOMOVIL,AUTOMOVIL,Particular,MINI,COOPER SE,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,184.0,2.0
ELECTRICO,ACTIVO,2021,2021-11-29,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,135.0,2.0
ELECTRICO,ACTIVO,2022,2022-01-24,AUTOMOVIL,BUS,Público,BYD,BC89S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,268.0,2.0
ELECTRICO,ACTIVO,2020,2019-09-26,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,170.0,2.0
ELECTRICO,ACTIVO,2022,2022-03-11,AUTOMOVIL,BUS,Público,BYD,BC11S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2023,2022-11-11,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,135.0,2.0
ELECTRICO,ACTIVO,2020,2019-09-20,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,92.0,2.0
ELECTRICO,ACTIVO,2021,2020-11-09,AUTOMOVIL,BUS,Público,BYD,B13S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2020,2020-07-30,AUTOMOVIL,CUADRICICLO,Particular,ORANSH,M2 HIGH SPEED,SIN CARROCERIA,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,10.0,2.0
ELECTRICO,ACTIVO,2023,2022-11-19,AUTOMOVIL,CAMIONETA,Particular,BYD,YUAN PLUS EV,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,201.0,2.0
